,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,n_pcs,rv,lid_mean,lid_median,lid_std,lid_kurtosis,lid_skew,lid_entropy,lid_hist0,lid_hist1,lid_hist2,lid_hist3,lid_hist4,lid_hist5,lid_hist6,lid_hist7,lid_hist8,lid_hist9,rc_mean,rc_median,rc_std,rc_kurtosis,rc_skew,rc_entropy,rc_hist0,rc_hist1,rc_hist2,rc_hist3,rc_hist4,rc_hist5,rc_hist6,rc_hist7,rc_hist8,rc_hist9,elapsed_time(secs)
base8_1000,0.00790435601029929,0.0012391686488724182,3.1699089882893627,5.323449746908864e-06,0.128,0.0,0.025200398375272447,0.01920522150533398,0.6316725683086711,0.48196463735129236,25.078611979376575,9.050191054405023,,,,,7.8125,6.748667331670673,0.23993927013254704,-0.03204746532700012,0.14048118825084602,5.007380486719722,0.17579175038605885,15.909431141197054,5.807867273039799,-0.03569717700264062,5.70093251532583,-0.03160352582709529,5.7047776937341155,-16.290036586516642,5.810756148721328,128.0,0.0,0.0,0.0,1000.0,120.0,128.0,127.0,,32.199467727713696,2.2438235375055724,5.006760990042469,0.10508395966755434,-0.004709278869513747,0.07627971532684878,0.0,0.0,-0.03399827997360558,5.698428675444434,25.078611979376557,1.050332158458002,105.0,0.049109782713287316,37.99809545644835,37.688569825949436,3.6507967115004543,0.9846583053438134,0.4946441911825217,4.600601689938256,0.03,0.12,0.18,0.24,0.23,0.1,0.07,0.01,0.01,0.01,0.9740415684511972,0.974072826314047,0.0024152111819865946,0.22133088432404424,-0.1823988719709776,4.605167111363153,0.03,0.04,0.08,0.11,0.26,0.21,0.14,0.1,0.01,0.02,1.1639282703399658
base8_9900,0.002053641154504695,0.00013192501394634098,4.392316627985592,8.91668328702847e-16,0.01292929292929293,0.0,0.008055094060608314,0.0061080191189445115,0.20120744117945913,0.15259308469749983,24.979577351597044,2.879332477234203,,,,,77.34375,6.744485842308913,0.08365035900118437,-0.0014877510694024827,0.04693408844834599,5.000731702032477,0.0611422410814193,19.19184409195717,5.956832200756625,-0.024851845169996542,5.706631251168849,-0.021632591837709533,5.702611166830682,-19.434502446018485,5.859485084338848,128.0,0.0,0.0,0.0,9900.0,125.0,128.0,128.0,,38.62634653797565,2.280234440819805,4.997829819970699,0.035839603607122246,-0.0017018039502713683,0.024616109437591238,0.0,0.0,-0.023123612290795563,5.704668823246103,24.979577351597037,0.3584403224574189,113.0,0.05164768103824207,50.63598945266894,50.18500757533042,4.174902634081279,0.06180941343699686,0.3660093155186256,4.601794080316277,0.06,0.1,0.11,0.2,0.15,0.18,0.09,0.05,0.02,0.04,0.9804690443824368,0.9804222046305616,0.0015655632349701075,-0.1615110430104254,-0.0767466013520716,4.60516891113036,0.05,0.01,0.1,0.12,0.21,0.18,0.13,0.12,0.04,0.04,1.934481143951416
base8_500,0.011340873532878371,0.002588165508505474,2.8073203201603496,8.91668328702847e-16,0.256,0.0,0.03619646706696211,0.02694707906718591,0.9072639038872515,0.6779049688978251,25.071039244498955,12.893908837046917,,,,,3.90625,6.747372725076843,0.33697109046646867,-0.043983509662066655,0.2401294924252366,5.01538488564249,0.24617220030034373,15.054636115601674,5.915408134882137,-0.018845326812250637,5.712940751556384,0.002816627306669317,5.704722248509045,-15.040946567302843,6.123394750705289,128.0,0.0,0.0,0.0,500.0,118.0,128.0,117.0,,30.09558268290452,2.7784316986279984,5.005037895621255,0.14421299346393435,0.0049501679441625954,0.1190705697237764,0.0,0.0,-0.014336571742191717,5.706980000832725,25.07103924449896,1.4410781045477965,98.0,0.05280168389171375,31.14233262914405,30.631971041038483,2.8622950874848523,0.547259134567053,0.4955191800293098,4.600990537311566,0.01,0.04,0.15,0.23,0.23,0.15,0.13,0.02,0.02,0.02,0.9684806963707718,0.9682224800596116,0.002791383914663421,0.4831642922498421,-0.13013295623205726,4.6051660318244485,0.01,0.01,0.03,0.09,0.27,0.16,0.23,0.14,0.04,0.02,1.1211905479431152
base8_4000,0.0034739212656626833,0.00029908396238549384,3.9068883404564976,1.3375024930542705e-15,0.032,0.0,0.012560593141161756,0.00957670245268518,0.31377818734374135,0.23939356625991376,24.982706153716652,4.497878923916549,,,,,31.25,6.7445765428346816,0.12607825086837932,-0.004430060419508178,0.07384917414649267,4.999561148192289,0.09131365550054844,18.10278464627975,5.908287157020263,-0.02648066190382902,5.7128439297594165,-0.034223831878975985,5.710480325413732,-18.215426344278654,5.827133278829531,128.0,0.0,0.0,0.0,4000.0,121.0,128.0,128.0,,36.318210990558406,2.2565594128414723,4.997979432910014,0.05413536303427865,0.0015011060763175349,0.036210686541813336,0.0,0.0,-0.027409094162349004,5.70929580810418,24.98270615371665,0.5420013181476068,111.0,0.052185691579524934,46.585342428527795,46.37713078582719,4.5589785361607165,0.19248276207255488,0.3998265416176056,4.6004206815565984,0.01,0.08,0.13,0.23,0.18,0.18,0.08,0.07,0.02,0.02,0.9787445876710682,0.9788558545367454,0.002025503447741684,0.14616658878803968,-0.18686361801832868,4.605168044310043,0.01,0.02,0.06,0.08,0.23,0.14,0.26,0.1,0.08,0.02,1.4793004989624023
base11_4000,0.008337226940035036,0.003701440025712436,3.906888340456499,0.0,0.002,0.0,0.173982719795526,0.11871370880149695,10.150887635776654,7.344585403734483,57.31683593750695,36.374568340860094,,,,,500.0,10.898561599562191,1.2964944216647294,-0.35871655730494634,0.19068260189615888,8.060357061771647,0.9704821516793259,24.867469883687626,1.1942093024468559,-0.26983162300615754,1.3069483208372927,-0.39021635924469,1.596665879206576,-24.094118274839367,2.2120773188108847,8.0,0.0,0.0,0.0,4000.0,1.0,8.0,8.0,,48.96158815852699,2.2119742022543787,7.547175258865046,0.6387322707473007,0.04193603815316706,0.19749279666265468,0.0,0.0,-0.33490245313522116,1.4962082389784939,57.31683593750694,9.091416428742573,7.0,0.2343134507443957,6.951663038200238,7.032493571955111,1.007295741644059,-0.20130992927919025,0.2913350264358652,4.594724200494718,0.12,0.1,0.17,0.12,0.2,0.17,0.06,0.03,0.02,0.01,0.8708614751103028,0.8739789883194005,0.01659224006426085,-0.7195128160050008,-0.2591960962737045,4.604988359855732,0.07,0.1,0.06,0.13,0.09,0.19,0.19,0.11,0.03,0.03,0.549586296081543
base11_2000,0.01226392130677846,0.004776496783593235,3.584956726082241,0.0,0.004,0.0,0.19033010208628132,0.11462846671019045,11.089274250685293,7.165916669783774,57.207371496944965,38.32329481454705,,,,,250.0,10.80883979028943,1.3349037021967958,-0.3310181369297416,0.2145901519412098,8.001478230652708,1.0263530277964261,21.774202171668207,2.1411084269326826,-0.2702833627727791,1.268861404911008,-0.29832072987515595,1.5704626394220318,-23.66343723488665,2.9800500190301284,8.0,0.0,0.0,0.0,2000.0,1.0,8.0,7.0,,45.437639406554865,4.417424231226173,7.538648821198729,0.6556527369915554,0.008803966237974144,0.21329566089361773,0.0,0.0,-0.3063889343297347,1.4671524502317743,57.20737149694494,9.421652528119715,7.0,0.2304368226215018,6.359596555608963,6.253986200432576,1.1598722445194158,0.09005460587629832,0.6282259295552138,4.588925822088173,0.13,0.16,0.11,0.18,0.17,0.12,0.05,0.03,0.01,0.04,0.8586894034122318,0.8608443534058396,0.02191986379073828,-0.7350996051407437,-0.07675382317258347,4.604844076168658,0.05,0.09,0.09,0.14,0.11,0.15,0.17,0.11,0.04,0.05,0.5023052692413329
base11_9900,0.005494796028162498,0.0025704600078781826,4.392316627985591,0.0,0.0008080808080808081,0.0,0.17497101840237247,0.11597932726160474,10.110332746328208,7.091804718307095,56.981394767499644,35.87390447057625,,,,,1237.5,10.783565010592788,1.2804838309529158,-0.35244531611875884,0.19672947337120406,7.95865584508139,0.9559037483739709,25.046997842755694,1.3374619559747394,-0.23105733173087323,1.320218371126921,-0.3503235227778905,1.6306353675215477,-25.17186974395525,2.8218762345735837,8.0,0.0,0.0,0.0,9900.0,0.0,8.0,8.0,,50.21886758671094,2.5957827091748644,7.525249000998367,0.6342800106962105,0.03889890063642018,0.20040300724804314,0.0,0.0,-0.2998264366324439,1.5235935569934926,56.98139476749961,9.011463234957716,7.0,0.23009659953446104,7.4829762074980275,7.285304089980618,1.045164541411461,0.5330960333277508,0.579778716803968,4.5955784556304256,0.06,0.07,0.28,0.21,0.12,0.17,0.04,0.03,0.01,0.01,0.8791070643143457,0.8781119992661889,0.014705165119103743,-0.16247362984409094,-0.10743029680288499,4.605030180861181,0.05,0.06,0.03,0.2,0.22,0.13,0.15,0.11,0.03,0.02,0.7024118900299072
base11_1000,0.015733457405276742,0.00655552772090332,3.1699062466443007,0.0,0.008,0.0,0.17055608502394698,0.11940898640520461,9.782679409319906,7.215973444634405,56.36883716348024,35.5015477026439,,,,,125.0,10.81123221558385,1.2621091383614014,-0.3992108225388417,0.15345533395841202,8.025161095587467,0.9220110314419374,21.00192895549708,2.2617353140030794,-0.12689660860086743,1.287823097862358,-0.293721080824935,1.6468885718269184,-20.36356584384042,2.4696172557822,8.0,0.0,0.0,0.0,1000.0,1.0,8.0,4.0,,41.3654947993375,4.173616946091012,7.4810351566213615,0.6786121542218402,0.03854372156202761,0.22164980899983353,0.0,0.0,-0.165357576644267,1.5110817944453645,56.36883716348022,9.647196309615563,7.0,0.22558023871099325,5.690037905183648,5.7313578090711,0.9556937194052152,-0.3304988000487916,0.2510772006202097,4.591094535080709,0.05,0.14,0.15,0.15,0.2,0.14,0.09,0.05,0.02,0.01,0.8444907762088552,0.8485002410784379,0.02335427569335789,-0.2832939102419312,-0.444802998519206,4.6047860873087565,0.04,0.0,0.08,0.13,0.11,0.16,0.19,0.17,0.09,0.03,0.4886910915374756
base11_8000,0.00606407199308936,0.0027779821753729428,4.247926507544319,1.5144602235853453e-07,0.001,0.0,0.17523382290643336,0.1150459628629559,10.158421452046683,7.080410154371952,57.06820920883397,35.99147766426735,,,,,1000.0,10.80427946309033,1.3444502065980175,-0.35747189636122223,0.2106775664781656,7.969812157464792,0.9975759678061469,24.602294016895392,0.9020430465272287,-0.21642084218010738,1.3162566747972664,-0.32812492973453755,1.630121004468291,-25.17186974395525,2.8218762345735837,8.0,0.0,0.0,0.0,8000.0,0.0,8.0,8.0,,49.77416376085064,2.6212270332685144,7.530621819531611,0.639592924135242,0.03076018971771695,0.20388254695733485,0.0,0.0,-0.2766721899002338,1.5222977124476866,57.06820920883396,9.116143791761308,7.0,0.2293451758529516,7.400415535240513,7.38811545237972,0.9888767995418639,-0.4652941545966756,0.31320458199393064,4.596302031672076,0.04,0.07,0.13,0.19,0.18,0.14,0.1,0.07,0.03,0.05,0.8782348916587207,0.8788774048590939,0.014547845950516294,-0.5051185974498131,-0.1890876875173066,4.605032829554995,0.02,0.05,0.06,0.09,0.19,0.15,0.13,0.15,0.08,0.08,0.6730220317840576
base11_500,0.022428449339281436,0.008144934837132758,2.8073203201603487,0.0,0.016,0.0,0.17672617398056487,0.1144963120253232,9.965205218324979,6.797015708124818,55.899890057685944,34.9977440653054,,,,,62.5,10.332071563974065,1.2022085132830518,-0.22818742346244847,0.24506047959658975,7.659352201252929,0.8889394875004006,22.25656498132095,1.889225846190692,-0.17968266492149854,1.2193665660440052,-0.28170631758174247,1.5247304558623707,-20.75389404773883,2.59693063590986,8.0,0.0,0.0,0.0,500.0,3.0,8.0,8.0,,43.010459029059774,2.639856157757701,7.4546357192906205,0.6125323085238292,0.04061906627509558,0.23799380542235785,0.0,0.0,-0.24712170374443992,1.4538692528363109,55.89989005768593,8.602559155997028,7.0,0.23432205663590824,5.0779607241310805,5.0693818722404504,0.8220741309110875,-0.3599823124241368,0.3552267868364163,4.592174203056418,0.09,0.06,0.17,0.13,0.17,0.18,0.08,0.05,0.02,0.05,0.8289996990233054,0.8314658598607704,0.02343389757803462,-0.4286685433721491,-0.2599879420425213,4.6047695377966535,0.03,0.04,0.07,0.11,0.11,0.17,0.19,0.13,0.08,0.07,0.4785332679748535
base71_999900,0.00018396922645848648,8.141719312785886e-05,6.629356620079611,0.0,3.2003200320032004e-05,0.0,0.06111714421119204,0.04575806652658385,8.090034763693911,6.211419686951436,131.40108489495367,58.29594098419633,,,,,31246.875,15.595548856802614,0.6083376523839318,-0.06551760690979878,0.05145012699214539,11.559868443110833,0.4509646943137347,53.916298625971244,2.8957559285876098,-0.04476785841253697,1.613477283285485,-0.05377658988726315,1.694446785493025,-54.17040555898406,3.7221071201018217,32.0,0.0,0.0,0.0,999900.0,22.0,32.0,32.0,,108.0867041849553,3.7815260953671386,11.45726648143846,0.3693127612521237,0.0019495097671045243,0.04442501043491066,0.0,0.0,-0.05033556189347596,1.673608052042332,131.4010848949536,8.48134277274511,28.0,0.12223494357841096,25.959893575412078,25.75619467521379,2.8753275290241684,0.25533453992778243,0.4051483666506432,9.204259813952547,0.0007,0.0308,0.1891,0.3481,0.2734,0.1182,0.0327,0.0065,0.0003,0.0002,0.9623840360184313,0.9625326661179918,0.003997062139543551,0.0749720304325936,-0.22973161664582914,9.210331744238466,0.0001,0.0003,0.0056,0.0335,0.1315,0.2986,0.32799999999999996,0.1695,0.0317,0.0012,158.35037899017334
base47_100000,0.0006428735930692267,0.00014090118608261267,5.523561943936839,0.0,8e-05,0.0,0.05646709182373181,0.03862681342083041,3.340564495808612,2.3173300229302503,58.96409936719317,12.012810955492187,,,,,12500.0,11.068585871599486,0.5586104785556117,-0.3952812559184376,0.09049857355893413,8.201486103266818,0.4125494833123939,28.943014303894998,1.0541974699203727,-0.13028788713938272,0.3613823090508325,-0.21544569706600494,0.4857659392877142,-28.054562515912686,1.7728672593921606,8.0,0.0,0.0,0.0,100000.0,0.0,8.0,8.0,,56.99757681980768,1.9716239661284085,7.6755526266403,0.23902478740161148,0.03424114882984674,0.057972049010474605,0.0,0.0,-0.18271126103028326,0.4400488115257705,58.96409936719314,3.6887398047603965,7.0,0.2308165935378454,8.156915225864568,8.055215620554373,1.0126918311652098,1.0653825927942495,0.6754599002591739,9.202778291428805,0.0087,0.1401,0.3796,0.3041,0.126,0.0314,0.0086,0.001,0.0004,0.0001,0.8887776880105422,0.8888875594149118,0.012086530044187471,0.10953892167893242,-0.06906237298202274,9.21024786709733,0.0004,0.0029,0.0253,0.1102,0.2651,0.3272,0.1956,0.0624,0.0102,0.0007,9.141334295272829
base6_500,0.012387261833966327,0.003007338158088753,2.8073203201603487,0.0,0.064,0.0,0.035639421865250875,0.02645140746200332,3.5575212680481543,2.636452234991641,99.96613564130995,25.74631441734405,,,,,15.625,13.353891983901203,0.6976022293930642,0.0004780253182061489,0.2092210932759949,9.891817578011139,0.5195305577332038,31.874031072925682,6.668827698930273,1.5464434606300759,5.6942888145803785,1.5460045285586839,5.625865161464984,-29.49482867122591,6.579954568709732,32.0,0.0,0.0,0.0,500.0,31.0,32.0,32.0,,61.36885974415159,5.972702557769752,9.994071519766475,0.2956372652795476,-0.011884014085220829,0.11568014445920297,0.0,0.0,1.5476787112691055,5.695127552959227,99.96613564130992,5.991855743629046,28.0,0.11938595019052255,14.514589113865918,14.54283216206924,1.518971904089628,0.19381518908647435,0.2780365416308148,4.59971672200683,0.07,0.08,0.12,0.22,0.2,0.16,0.09,0.02,0.02,0.02,0.9343092923660358,0.9349185077357732,0.006577668816739317,-0.0820742959455325,-0.2925626397119644,4.6051453865849465,0.06,0.02,0.1,0.1,0.2,0.21,0.16,0.09,0.04,0.02,0.9984374046325684
base6_2000,0.0055401101499641765,0.0007177302842115486,3.584956726082241,0.0,0.016,0.0,0.018717348738392686,0.013603125489747092,1.8789534683879472,1.3652595154846827,100.40528384222036,13.464641822912656,,,,,62.5,13.506840644262116,0.31806967301296335,-0.00888742464209899,0.0885987323734156,10.006326515471756,0.2447434110701523,35.974676799024266,6.829753273689467,1.5658318016711228,5.6858408461086,1.5771977725688235,5.678922966867965,-32.408634640243875,6.134945214407873,32.0,0.0,0.0,0.0,2000.0,30.0,32.0,32.0,,68.38331143926814,3.8846958652650345,10.019177009613223,0.14854439460888064,-0.0009286835939646691,0.06778732811449681,0.0,0.0,1.5664622445882619,5.684712877138546,100.40528384222036,2.965812435870507,29.0,0.12172523332197407,19.164537982323857,19.288256124936627,1.8314075876615403,-0.5752927062413855,0.06694704318997663,4.600597215040684,0.07,0.12,0.1,0.14,0.12,0.22,0.13,0.05,0.03,0.02,0.9497017492848956,0.9503118057237222,0.004637220941221378,-0.6607763479772419,-0.2938026993074783,4.60515825922,0.04,0.09,0.08,0.08,0.14,0.14,0.22,0.12,0.05,0.04,1.068004131317139
base6_4000,0.003543841691178095,0.00038494337856153504,3.906888340456499,0.0,0.008,0.0,0.013456659980080755,0.010167174715179637,1.3406877024374173,1.0128311226662274,99.6518983005446,9.77658931797255,,,,,125.0,13.465649337203388,0.3182350827274551,0.0007595190572474569,0.08529225476519978,9.98538040608293,0.22958662683604897,37.33994707296458,6.84211727508677,1.5743405943264768,5.685734074867859,1.579979704531754,5.677000370842024,-33.81769552049454,5.552322627216762,32.0,0.0,0.0,0.0,4000.0,31.0,32.0,32.0,,71.15764259345912,4.513920745483133,9.981937096213054,0.11508250186316528,0.002768327100420597,0.032774418636112884,0.0,0.0,1.5709960871537159,5.671254275479914,99.65189830054452,2.302873926115076,29.0,0.12217920158473453,20.480765914424115,20.45657256503396,2.291247390658832,1.2643125520602387,0.6646121217719632,4.5990175898791685,0.05,0.11,0.16,0.27,0.18,0.16,0.04,0.0,0.01,0.02,0.9527170014087484,0.9531196472219816,0.004950521590658502,0.1877126907623361,-0.11592111173120875,4.605156682762861,0.04,0.03,0.08,0.15,0.16,0.25,0.18,0.08,0.01,0.02,1.1598210334777832
base6_8000,0.0022523287135728133,0.00015432930924414037,4.247926587860701,2.5370945385943413e-07,0.004,0.0,0.008935733553999506,0.006866049280301518,0.8932578754755501,0.6862450424480795,99.9917234819304,6.5494660924091885,,,,,250.0,13.489341098455814,0.18909877161174296,-0.0037031901696737146,0.05820641346796251,9.999197463810425,0.13961478807798125,38.754283291295025,6.300942264670168,1.5676441343402976,5.6992678401929515,1.5566834062471717,5.705730792831804,-35.76931044931868,6.799301667630472,32.0,0.0,0.0,0.0,8000.0,27.0,32.0,32.0,,74.5235937406137,4.803394477636039,9.999304305737306,0.0762805226484799,0.0018810247170202381,0.024010623721994428,0.0,0.0,1.5616126922047653,5.693488699516108,99.99172348193039,1.5241221505121854,29.0,0.12059644736254665,22.247669836585665,22.053750270121263,2.4348786810639345,-0.08816333181026481,0.2512516163786002,4.599201260449287,0.01,0.02,0.04,0.18,0.22,0.18,0.16,0.08,0.05,0.06,0.9563643259060428,0.9563761835633596,0.004626786696949811,0.7344479340866403,-0.4081375275776475,4.605158475518024,0.01,0.0,0.01,0.04,0.15,0.15,0.2,0.25,0.08,0.11,1.3149468898773191
base6_9900,0.0020171008594380307,0.00015494774969112857,4.392316627985591,0.0,0.0032323232323232323,0.0,0.007920741382112037,0.006214023354419857,0.7899817001531746,0.6195944539643312,99.76114319708802,5.846098180498601,,,,,309.375,13.467224694217375,0.16342679269125426,0.0021302534865297457,0.05136262576481681,9.984611006925299,0.12509605933408594,39.509047934791454,6.373204918535842,1.5597471547475028,5.694853135867582,1.5541235868266443,5.695323940367259,-36.35686503054591,6.495151594307787,32.0,0.0,0.0,0.0,9900.0,31.0,32.0,32.0,,75.86591296533737,4.503209778628581,9.987813531543303,0.06983154816027946,0.001418022051749352,0.022606924261763046,0.0,0.0,1.5537700611642415,5.689385735968877,99.761143197088,1.3952216799595476,29.0,0.12137948846316242,21.96069239177447,21.789572163426648,2.575531752349003,0.5706427502703817,0.3450738623174323,4.59833234380232,0.06,0.08,0.13,0.31,0.17,0.11,0.09,0.03,0.01,0.01,0.9557205870221224,0.9559357626749166,0.005036054561511597,0.43459744012129775,-0.433979374161883,4.605156292003357,0.04,0.04,0.02,0.09,0.2,0.29,0.14,0.11,0.06,0.01,1.3481860160827637
base6_1000,0.008108153600106097,0.0015180083826148664,3.169909089831772,5.459094638888567e-06,0.032,0.0,0.025951428856838113,0.01916618249020616,2.6059224684424502,1.9331842581722736,100.44142087304218,19.081990745048646,,,,,31.25,13.431265837050752,0.5122114645828919,0.02092942049398981,0.15805007632386014,9.964978268269924,0.367481026992575,33.9864763840324,6.649017418560421,1.4732808388584377,5.642213299626109,1.5194077637411385,5.697958864741187,-32.12631052960993,6.493618067898913,32.0,0.0,0.0,0.0,1000.0,31.0,32.0,32.0,,66.11278691364232,5.607185796304473,10.018729805241865,0.26195091901850104,-0.021635585292171217,0.06894970672701392,0.0,0.0,1.5183699129829913,5.640743351262651,100.44142087304215,5.240841092593224,28.0,0.12096161497975548,17.027041067529584,16.881128729973582,1.745536057767057,0.3765429852463225,0.6065615270990335,4.599995606021412,0.01,0.08,0.21,0.19,0.22,0.14,0.06,0.05,0.02,0.02,0.9436246569629574,0.9436197257550364,0.005339225272444421,-0.0773904812185977,0.04837136523185753,4.605154179535803,0.01,0.02,0.07,0.18,0.15,0.18,0.22,0.08,0.05,0.04,1.0138790607452393
